ano	cancelado	createdAt	data_assinatura	data_atualizacao_pncp	data_fim_vigencia	data_inicio_vigencia	data_publicacao_pncp	description	doc_type	document_type	esfera_id	esfera_nome	id	index	item_url	modalidade_licitacao_id	modalidade_licitacao_nome	municipio_id	municipio_nome	numero	numero_controle_pncp	numero_sequencial	numero_sequencial_compra_ata	orgao_cnpj	orgao_id	orgao_nome	orgao_subrogado_id	orgao_subrogado_nome	poder_id	poder_nome	situacao_id	situacao_nome	tem_resultado	tipo_contrato_id	tipo_contrato_nome	tipo_id	tipo_nome	title	uf	unidade_codigo	unidade_id	unidade_nome	valor_global
2021	False	2023-08-31T22:01:16.347610		2021-08-10T07:54:24.328	2021-08-13T14:00	2021-08-10T08:00	2021-08-10T07:54:24.328	Contratação de Empresa especializada em Obras/ Serviços de Engenharia para complemento de Obras nos setores de atendimento médico e odontológico da CPPB.	_doc	edital	F	Federal	74fc293b78463a79991119c8bfeadf1d	catalog2	/compras/00394502000144/2021/1	8	Dispensa de Licitação	1338	João Pessoa		00394502000144-1-000001/2021	1		00394502000144	46041	COMANDO DA MARINHA			E	Executivo	1	Divulgada no PNCP	False			2	Aviso de Contratação Direta	Aviso nº 00001/2021	PB	783330	3210	CAPITANIA DOS PORTOS DA PARAÍBA	
2021	False	2023-08-31T22:01:16.395633		2021-08-10T07:54:38.212	2021-08-13T15:00	2021-08-10T08:00	2021-08-10T07:54:38.212	Aquisição de materiais laboratoriais e hospitalares para atender às necessidades do Laboratório de Enfermagem da Escola de Enfermagem da UFMG	_doc	edital	F	Federal	b41b09ce67c5a4a9843577a9d2e9a594	catalog2	/compras/17217985000104/2021/1	8	Dispensa de Licitação	2310	Belo Horizonte		17217985000104-1-000001/2021	1		17217985000104	16209	UNIVERSIDADE FEDERAL DE MINAS GERAIS			E	Executivo	1	Divulgada no PNCP	True			2	Aviso de Contratação Direta	Aviso nº 00004/2021	MG	153279	8176	ESCOLA DE ENFERMAGEM/UFMG	
2021	False	2023-08-31T22:01:16.416308		2021-08-10T07:54:39.560	2021-08-13T14:00	2021-08-10T08:00	2021-08-10T07:54:39.560	Aquisição de material elétrico	_doc	edital	F	Federal	b62eba065a1cd3e0be06d330fb887a13	catalog2	/compras/17217985000104/2021/2	8	Dispensa de Licitação	2310	Belo Horizonte		17217985000104-1-000002/2021	2		17217985000104	16209	UNIVERSIDADE FEDERAL DE MINAS GERAIS			E	Executivo	1	Divulgada no PNCP	True			2	Aviso de Contratação Direta	Aviso nº 00005/2021	MG	153292	8194	INSTITUTO DE CIENCIAS EXATAS/UFMG	
2021	False	2023-08-31T22:01:16.470639		2021-08-10T07:54:41.418	2021-08-13T15:00	2021-08-10T08:00	2021-08-10T07:54:41.418	Aquisição de açúcar cristal (pacote com 5 quilos), para atender às necessidades de reposição de estoque da Seção de Almoxarifado da Escola de Enfermagem – UFMG	_doc	edital	F	Federal	41a49ba6c5a9d18a9c99f65f98d60b61	catalog2	/compras/17217985000104/2021/3	8	Dispensa de Licitação	2310	Belo Horizonte		17217985000104-1-000003/2021	3		17217985000104	16209	UNIVERSIDADE FEDERAL DE MINAS GERAIS			E	Executivo	1	Divulgada no PNCP	True			2	Aviso de Contratação Direta	Aviso nº 00007/2021	MG	153279	8176	ESCOLA DE ENFERMAGEM/UFMG	
2021	False	2023-08-31T22:01:16.498239		2021-08-10T07:54:42.255	2021-08-13T16:00	2021-08-10T08:00	2021-08-10T07:54:42.255	Serviço de instalação de um (1) gerador de 350 kVA, com fornecimento dos materiais, da marca Gera Power Brasil, modelo GF3-350, incluindo a revisão mecânica devido ao período em que o gerador esteve parado e seu start-up.	_doc	edital	F	Federal	1e016983fd0cec48c0b7e9d9382f64d0	catalog2	/compras/35840659000130/2021/1	8	Dispensa de Licitação	5451	Jataí		35840659000130-1-000001/2021	1		35840659000130	81237	UNIVERSIDADE FEDERAL DE JATAI			E	Executivo	1	Divulgada no PNCP	False			2	Aviso de Contratação Direta	Aviso nº 00011/2021	GO	156678	10766	UNIVERSIDADE FEDERAL DE JATAI	
2021	False	2023-08-31T22:01:16.527416		2021-08-10T07:54:43.233	2021-08-13T14:00	2021-08-10T08:00	2021-08-10T07:54:43.233	Aquisição de material de uso agrícola para utilização em atividades produtivas desenvolvidas pelas diversas comunidades situadas nas aldeias da Terra Indígena Rio Branco, Igarapé de Lourdes, Zoró, Uru Eu Wau Wau, Karitiana e Karipuna, previstas no PAT de Etnodesenvolvimento 2021, aprovado pela CGETNO, visando a produção de alimentos e geração de renda.	_doc	edital	F	Federal	dc2ba7680d87f2d3ccd1c3c5f566b041	catalog2	/compras/00059311000126/2021/1	8	Dispensa de Licitação	12	Ji-Paraná		00059311000126-1-000001/2021	1		00059311000126	42736	FUNDACAO NACIONAL DO INDIO			E	Executivo	1	Divulgada no PNCP	True			2	Aviso de Contratação Direta	Aviso nº 00014/2021	RO	190004	127	COORDENAÇÃO REGIONAL DE JI-PARANÁ	
2021	False	2023-08-31T22:01:16.559688		2021-08-10T07:54:44.179	2021-08-13T14:00	2021-08-10T08:00	2021-08-10T07:54:44.179	Aquisição de 2 aparelhos de ar condicionado piso-teto monofásico 220V, 48.000 bTu/h, Inverter, Gás R-410A, para o Edifício Sede do Ministério da Economia em Mato Grosso.	_doc	edital	F	Federal	c1bf62933c01efca8c525bec5dd2ab44	catalog2	/compras/00394460000141/2021/1	8	Dispensa de Licitação	5220	Cuiabá		00394460000141-1-000001/2021	1		00394460000141	45178	MINISTERIO DA ECONOMIA			E	Executivo	1	Divulgada no PNCP	True			2	Aviso de Contratação Direta	Aviso nº 00016/2021	MT	170190	1714	SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - MT	
2021	False	2023-08-31T22:01:14.141416		2021-08-10T07:54:45.559	2021-08-13T14:00	2021-08-10T08:00	2021-08-10T07:54:45.559	O objeto desta Dispensa Eletrônica é aquisição de Material Educativo e Esportivo.	_doc	edital	F	Federal	7ac5e0b056b7f72a2c3565bc3daecb5b	catalog2	/compras/00394452000103/2021/1	8	Dispensa de Licitação	4667	Cachoeira do Sul		00394452000103-1-000001/2021	1		00394452000103	44611	COMANDO DO EXERCITO			E	Executivo	1	Divulgada no PNCP	False			2	Aviso de Contratação Direta	Aviso nº 00032/2021	RS	160367	873	3 BATALHAO DE ENGENHARIA DE COMBATE/RS	
2021	False	2023-08-31T22:01:16.587747		2021-08-10T07:54:46.492	2021-08-13T14:00	2021-08-10T08:00	2021-08-10T07:54:46.492	Aquisição de material de proteção e segurança em favor do 16º Esqd C Mec, conf Lei nº 14.133 de 01Abr21.	_doc	edital	F	Federal	f37e9315e216b1e6e74ec7ccf68a0ddd	catalog2	/compras/00394452000103/2021/2	8	Dispensa de Licitação	4033	Francisco Beltrão		00394452000103-1-000002/2021	2		00394452000103	44611	COMANDO DO EXERCITO			E	Executivo	1	Divulgada no PNCP	False			2	Aviso de Contratação Direta	Aviso nº 00080/2021	PR	160378	881	16º ESQUADRAO DE CAVALARIA MECANIZADO/PR	
2021	False	2023-08-31T22:01:16.613583		2021-08-10T07:54:47.375	2021-08-13T14:00	2021-08-10T08:00	2021-08-10T07:54:47.375	Aquisição de itens para melhoria da qualidade de vídeo e som das vídeo conferencias, e palestras do CCOp. 	_doc	edital	F	Federal	c3941ea0b0b0f1204292ade7d7a4ae1d	catalog2	/compras/00394452000103/2021/3	8	Dispensa de Licitação	4932	Porto Alegre		00394452000103-1-000003/2021	3		00394452000103	44611	COMANDO DO EXERCITO			E	Executivo	1	Divulgada no PNCP	True			2	Aviso de Contratação Direta	Aviso nº 00151/2021	RS	160395	773	COMANDO DO COMANDO MILITAR DO SUL/RS	
2021	False	2023-08-31T22:01:16.639227		2021-08-10T07:54:48.961	2021-08-13T14:00	2021-08-10T08:00	2021-08-10T07:54:48.961	Componente Eletrônico	_doc	edital	F	Federal	89b5d9870ee4463d6fb11edabff54008	catalog2	/compras/00394502000144/2021/2	8	Dispensa de Licitação	3243	Rio de Janeiro		00394502000144-1-000002/2021	2		00394502000144	46041	COMANDO DA MARINHA			E	Executivo	1	Divulgada no PNCP	False			2	Aviso de Contratação Direta	Aviso nº 00200/2021	RJ	744021	3013	CENTRO DE MANUTENÇÃO DE SISTEMA DA MARINHA	
2021	False	2023-08-31T22:01:16.675808		2021-08-10T07:54:49.696	2021-08-13T14:01	2021-08-10T08:00	2021-08-10T07:54:49.696	Serviço de Gravação de Canais MIKE (M1 a M7) em 02 rádios da marca ICOM, conforme detalhamento abaixo:    - 01 ICOM IC-M1V  - 01 ICOM IC-330	_doc	edital	F	Federal	669fb173722fea7f1dcfadbde3c3dae6	catalog2	/compras/00394502000144/2021/3	8	Dispensa de Licitação	3243	Rio de Janeiro		00394502000144-1-000003/2021	3		00394502000144	46041	COMANDO DA MARINHA			E	Executivo	1	Divulgada no PNCP	False			2	Aviso de Contratação Direta	Aviso nº 00201/2021	RJ	744021	3013	CENTRO DE MANUTENÇÃO DE SISTEMA DA MARINHA	
2021	False	2023-08-31T22:01:17.871365		2021-08-10T07:54:50.550	2021-08-13T14:00	2021-08-10T08:00	2021-08-10T07:54:50.550	Serviço de Visita Técnica a Bordo, para fins de delineamento para tentativa de reparo em 02 antenas do fabricante Orbit Technology Group	_doc	edital	F	Federal	dfb3f06ae006d9589ea961bbecd9a759	catalog2	/compras/00394502000144/2021/4	8	Dispensa de Licitação	3243	Rio de Janeiro		00394502000144-1-000004/2021	4		00394502000144	46041	COMANDO DA MARINHA			E	Executivo	1	Divulgada no PNCP	False			2	Aviso de Contratação Direta	Aviso nº 00202/2021	RJ	744021	3013	CENTRO DE MANUTENÇÃO DE SISTEMA DA MARINHA	
2021	False	2023-08-31T22:01:17.895788		2021-08-11T07:00:05.264	2021-08-17T15:00	2021-08-11T08:00	2021-08-11T07:00:05.264	Contratação de serviços técnicos especializados de Arquitetura e Engenharia para recuperação do telhado Museu Casa Lacerda, localizado no Estado do Paraná, conforme Projeto Básico e demais documentados anexados e disponíveis no endereço eletrônico: https://www.gov.br/iphan/pt-br/acesso-a-informacao/licitacoes-e-contratos/iphan-pr_uasg-343010/licitacoes/dispensa	_doc	edital	F	Federal	46d17cf4aad091f0358a8f629640dc01	catalog2	/compras/26474056000171/2021/1	8	Dispensa de Licitação	4006	Curitiba		26474056000171-1-000001/2021	1		26474056000171	23298	INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL			E	Executivo	1	Divulgada no PNCP	False			2	Aviso de Contratação Direta	Aviso nº 00002/2021	PR	343010	8880	IPHAN-10A. COORDENACAO REGIONAL	
2021	False	2023-08-31T22:01:17.925869		2021-08-11T07:00:18.863	2021-08-16T14:30	2021-08-11T08:00	2021-08-11T07:00:18.863	Aquisição de equipamentos de armazenamento de dados para atender às necessidades da Assessoria de Comunicação Social do Comando do 3º Distrito Naval, conforme condições, quantidades e exigências estabelecidas no Termo de Referência anexo.	_doc	edital	F	Federal	7c7fa9ae85172a0d7963b98dd6031400	catalog2	/compras/00394502000144/2021/5	8	Dispensa de Licitação	1164	Natal		00394502000144-1-000005/2021	5		00394502000144	46041	COMANDO DA MARINHA			E	Executivo	1	Divulgada no PNCP	True			2	Aviso de Contratação Direta	Aviso nº 00003/2021	RN	783000	2999	COMANDO DO 3.DISTRITO NAVAL	
2021	False	2023-08-31T22:01:16.440048		2021-08-11T07:00:19.672	2021-08-16T14:00	2021-08-11T08:00	2021-08-11T07:00:19.672	Aquisição de gás de cozinha	_doc	edital	F	Federal	35add3de20a9394aa509f107c2b6731b	catalog2	/compras/10792928000100/2021/1	8	Dispensa de Licitação	112	Manaus		10792928000100-1-000001/2021	1		10792928000100	60834	INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO AMAZONAS			E	Executivo	1	Divulgada no PNCP	False			2	Aviso de Contratação Direta	Aviso nº 00005/2021	AM	158446	7267	INST.F.ED.,CIENC.E TEC.DO AM/C.MAN.D.INDUSTRI	
2021	False	2023-08-31T22:01:17.946744		2021-08-11T07:00:25.983	2021-08-17T17:59	2021-08-11T08:00	2021-08-11T07:00:25.983	Favor obedecer a descrição.  1) 2 (duas) Câmeras de segurança tipo dome: Câmera vídeo de segurança, tipo sensor: cmos ½.7, resolução horizontal: 1920 px, resolução vertical: 1080 px, voltagem: 12 v, características adicionais: formato dome, resolução full hd, infravermelho (19, cor: colorida;  2) 2 (dois) Roteadores rádio: operação: na banda de 5,8 ghz, velocidade: até 108 mbps, padrão: iee802.11b e iee802.11g, aplicação: interligação de redes.	_doc	edital	F	Federal	705e35b6db41d9b8eb6cc93d0c5b5a4f	catalog2	/compras/17217985000104/2021/4	8	Dispensa de Licitação	2310	Belo Horizonte		17217985000104-1-000004/2021	4		17217985000104	16209	UNIVERSIDADE FEDERAL DE MINAS GERAIS			E	Executivo	1	Divulgada no PNCP	False			2	Aviso de Contratação Direta	Aviso nº 00005/2021	MG	153275	8214	ESCOLA DE ARQUITETURA/UFMG	
2021	False	2023-08-31T22:01:17.970720		2021-08-11T07:00:26.772	2021-08-16T14:00	2021-08-11T08:00	2021-08-11T07:00:26.772	Veículo tipo camionete, cabine dupla, 4x4, no mínimo 200 CV, a diesel, ar-condicionado, direção hidráulica, com 04 (quatro) portas, com capacidade para transporte de 05 (cinco) passageiros incluindo o condutor,  máximo 02 (dois) anos de fabricação; cobertura de seguro total, sem franquia; sem motorista, abastecido, com quilometragem livre.	_doc	edital	F	Federal	f7c00f6d696f2927f328f4d8a59c07f7	catalog2	/compras/26461699000180/2021/1	8	Dispensa de Licitação	5123	Campo Grande		26461699000180-1-000001/2021	1		26461699000180	95163	COMPANHIA NACIONAL DE ABASTECIMENTO			E	Executivo	1	Divulgada no PNCP	False			2	Aviso de Contratação Direta	Aviso nº 00009/2021	MS	135192	8773	CONAB/SUPER. REGIONAL EM MATO GROSSO DO SUL	
2021	False	2023-08-31T22:01:17.993320		2021-08-11T07:00:27.725	2021-08-16T14:00	2021-08-11T08:00	2021-08-11T07:00:27.725	Serviço de manutenção elétrico e hidráulico, com fornecimento de mão de obra, peças e materiais.	_doc	edital	F	Federal	6b6a271acd25b83b6c3f8eea0bd81cdc	catalog2	/compras/00394536000139/2021/1	8	Dispensa de Licitação	5570	Brasília		00394536000139-1-000001/2021	1		00394536000139	46606	MINISTERIO DAS RELACOES EXTERIORES			E	Executivo	1	Divulgada no PNCP	True			2	Aviso de Contratação Direta	Aviso nº 00012/2021	DF	240300	3353	COORDENAÇÃO-GERAL DE INFRAESTRUTURA	
2021	False	2023-08-31T22:01:18.007727		2021-08-11T07:00:34.526	2021-08-16T14:00	2021-08-11T08:00	2021-08-11T07:00:34.526	Contratação de uma empresa para Locação de Materias para Decoração e Ornamentação dos espaços físicos na Reitoria, para os Eventos institucionais: Posse do Reitor eleito e 5º Integra IFPI”, que será realizado na Reitoria.	_doc	edital	F	Federal	4eb6ca59109a20f3135e3ddab002c6fc	catalog2	/compras/10806496000149/2021/1	8	Dispensa de Licitação	883	Teresina		10806496000149-1-000001/2021	1		10806496000149	60861	INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI			E	Executivo	1	Divulgada no PNCP	True			2	Aviso de Contratação Direta	Aviso nº 00015/2021	PI	158146	7291	INST.FED.DE EDUC.,CIENC. E TECNOLOGIA PIAUí	
2021	False	2023-08-31T22:01:18.027547		2021-08-11T07:00:35.905	2021-08-16T16:00	2021-08-11T08:00	2021-08-11T07:00:35.905	Aquisição de sensores de pressão de óleo para embarcações lotadas na Capitania dos Portos da Bahia.	_doc	edital	F	Federal	7edfa3da9b887b24d6335878014e801d	catalog2	/compras/00394502000144/2021/6	8	Dispensa de Licitação	2163	Salvador		00394502000144-1-000006/2021	6		00394502000144	46041	COMANDO DA MARINHA			E	Executivo	1	Divulgada no PNCP	False			2	Aviso de Contratação Direta	Aviso nº 00018/2021	BA	782310	2991	CAPITANIA DOS PORTOS DO ESTADO DA BAHIA	
2021	False	2023-08-31T22:01:18.050146		2021-08-11T07:00:37.644	2021-08-16T14:00	2021-08-11T08:00	2021-08-11T07:00:37.644	Aquisição de medicamento: Emgality 120mg/ml (GALCANEZUMABE) - Eli Lilly ,solução injetável ( 1 und de 1ml)	_doc	edital	F	Federal	addda57245af27b4c910dda7cb5caf5c	catalog2	/compras/00394452000103/2021/4	8	Dispensa de Licitação	5181	Três Lagoas		00394452000103-1-000004/2021	4		00394452000103	44611	COMANDO DO EXERCITO			E	Executivo	1	Divulgada no PNCP	False			2	Aviso de Contratação Direta	Aviso nº 00024/2021	MS	160521	681	3ª BATERIA DE ARTILHARIA ANTIAÉREA	
2021	False	2023-08-31T22:01:18.088132		2021-08-11T07:00:38.542	2021-08-16T14:00	2021-08-11T08:00	2021-08-11T07:00:38.542	Trata-se da aquisição de estrutura básica de Circuito Fechado de Televisão - CFTV destinada à Área de Tecnologia de Comunicação e Informação da Penitenciária Federal em Mossoró/RN - ATIC/MOS, conforme condições, especificações, quantitativos e exigências estabelecidas neste Projeto Básico	_doc	edital	F	Federal	5998f113087fee9a010e12137cdd1168	catalog2	/compras/00394494000136/2021/1	8	Dispensa de Licitação	1163	Mossoró		00394494000136-1-000001/2021	1		00394494000136	45877	MINISTERIO DA JUSTICA E SEGURANCA PUBLICA			E	Executivo	1	Divulgada no PNCP	False			2	Aviso de Contratação Direta	Aviso nº 00040/2021	RN	200602	2486	PENITENCIÁRIA FEDERAL EM MOSSORO - RN	
2021	False	2023-08-31T22:01:18.172081		2021-08-11T07:00:39.281	2021-08-16T14:00	2021-08-11T08:00	2021-08-11T07:00:39.281	Aquisição de identificador biométrico digital, sistema controle de acesso, fechadura eletromagnética e fechadura digital destinados à Divisão de Segurança e Divisão de Inteligência da Penitenciária Federal em Mossoró/RN - PFMOS, conforme condições, especificações, quantitativos e exigências estabelecidas neste Projeto Básico	_doc	edital	F	Federal	c2e403b6ad535f98f740345b8bb4536f	catalog2	/compras/00394494000136/2021/2	8	Dispensa de Licitação	1163	Mossoró		00394494000136-1-000002/2021	2		00394494000136	45877	MINISTERIO DA JUSTICA E SEGURANCA PUBLICA			E	Executivo	1	Divulgada no PNCP	False			2	Aviso de Contratação Direta	Aviso nº 00041/2021	RN	200602	2486	PENITENCIÁRIA FEDERAL EM MOSSORO - RN	
2021	False	2023-08-31T22:01:14.734630		2021-08-11T07:00:40.141	2021-08-16T14:00	2021-08-11T08:00	2021-08-11T07:00:40.141	Aquisição de material para expediente em favor do 16º Esqd C Mec.	_doc	edital	F	Federal	fc063afcb412bec2d53be0e9e8f37b33	catalog2	/compras/00394452000103/2021/5	8	Dispensa de Licitação	4033	Francisco Beltrão		00394452000103-1-000005/2021	5		00394452000103	44611	COMANDO DO EXERCITO			E	Executivo	1	Divulgada no PNCP	False			2	Aviso de Contratação Direta	Aviso nº 00082/2021	PR	160378	881	16º ESQUADRAO DE CAVALARIA MECANIZADO/PR	
