anoCompra	cnpj	dataPublicacaoPncp	numero_controle_pncp	sequencialCompra	sequencialDocumento	statusAtivo	tipoDocumentoDescricao	tipoDocumentoId	tipoDocumentoNome	titulo	uri	url
2024	87455531000157	2024-10-15T10:04:44	87455531000157-1-000233/2024	233	2	True	Outros Documentos	16	Outros Documentos	ORCAMENTOS.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/233/arquivos/2	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/233/arquivos/2
2024	87455531000157	2024-10-15T10:04:45	87455531000157-1-000233/2024	233	3	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	HOMOLOGACAO.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/233/arquivos/3	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/233/arquivos/3
2024	87455531000157	2024-10-15T10:04:46	87455531000157-1-000233/2024	233	4	True	Outros Documentos	16	Outros Documentos	DFD 076.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/233/arquivos/4	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/233/arquivos/4
2024	87455531000157	2024-10-15T10:04:46	87455531000157-1-000233/2024	233	5	True	Outros Documentos	16	Outros Documentos	EMPENHO.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/233/arquivos/5	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/233/arquivos/5
2024	40736903000150	2024-10-15T09:37:11	40736903000150-1-000045/2024	45	1	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	DOE_15_10_2024.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/40736903000150/compras/2024/45/arquivos/1	https://pncp.gov.br/pncp-api/v1/orgaos/40736903000150/compras/2024/45/arquivos/1
2024	40736903000150	2024-10-15T09:37:12	40736903000150-1-000045/2024	45	2	True	Outros Documentos	16	Outros Documentos	04_Orcamento_ao_Termo_de_Referencia (1).pdf	https://pncp.gov.br/pncp-api/v1/orgaos/40736903000150/compras/2024/45/arquivos/2	https://pncp.gov.br/pncp-api/v1/orgaos/40736903000150/compras/2024/45/arquivos/2
2024	40736903000150	2024-10-15T09:37:12	40736903000150-1-000045/2024	45	3	True	Outros Documentos	16	Outros Documentos	Pagina_106_DOE_2024-10-15.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/40736903000150/compras/2024/45/arquivos/3	https://pncp.gov.br/pncp-api/v1/orgaos/40736903000150/compras/2024/45/arquivos/3
2024	4870834000109	2024-10-15T09:08:13	04870834000109-1-000023/2024	23	1	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	TERMO DE INEXIGIBILIDADE No 21.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/04870834000109/compras/2024/23/arquivos/1	https://pncp.gov.br/pncp-api/v1/orgaos/04870834000109/compras/2024/23/arquivos/1
2024	4870834000109	2024-10-15T09:08:14	04870834000109-1-000023/2024	23	2	True	Outros Documentos	16	Outros Documentos	Proposta da Contratada.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/04870834000109/compras/2024/23/arquivos/2	https://pncp.gov.br/pncp-api/v1/orgaos/04870834000109/compras/2024/23/arquivos/2
2024	4870834000109	2024-10-15T09:08:14	04870834000109-1-000023/2024	23	3	True	Outros Documentos	16	Outros Documentos	Inexigibilidade de Licitacao - Outubro - 2024.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/04870834000109/compras/2024/23/arquivos/3	https://pncp.gov.br/pncp-api/v1/orgaos/04870834000109/compras/2024/23/arquivos/3
2024	87455531000157	2024-10-15T11:23:07	87455531000157-1-000235/2024	235	1	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	DOM.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/235/arquivos/1	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/235/arquivos/1
2024	87455531000157	2024-10-15T11:23:08	87455531000157-1-000235/2024	235	2	True	Outros Documentos	16	Outros Documentos	ORCAMENTOS.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/235/arquivos/2	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/235/arquivos/2
2024	87455531000157	2024-10-15T11:23:08	87455531000157-1-000235/2024	235	3	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	HOMOLOGACAO.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/235/arquivos/3	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/235/arquivos/3
2024	87455531000157	2024-10-15T11:23:09	87455531000157-1-000235/2024	235	4	True	Outros Documentos	16	Outros Documentos	DFD 143.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/235/arquivos/4	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/235/arquivos/4
2024	87455531000157	2024-10-15T11:23:10	87455531000157-1-000235/2024	235	5	True	Outros Documentos	16	Outros Documentos	EMPENHO.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/235/arquivos/5	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/235/arquivos/5
2024	11124654000143	2024-10-15T10:43:38	11124654000143-1-000039/2024	39	1	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	Termo Inex 30.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/11124654000143/compras/2024/39/arquivos/1	https://pncp.gov.br/pncp-api/v1/orgaos/11124654000143/compras/2024/39/arquivos/1
2024	11124654000143	2024-10-15T10:43:39	11124654000143-1-000039/2024	39	2	True	Outros Documentos	16	Outros Documentos	Orcamento.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/11124654000143/compras/2024/39/arquivos/2	https://pncp.gov.br/pncp-api/v1/orgaos/11124654000143/compras/2024/39/arquivos/2
2024	11124654000143	2024-10-15T10:43:39	11124654000143-1-000039/2024	39	3	True	Outros Documentos	16	Outros Documentos	Notoriedade.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/11124654000143/compras/2024/39/arquivos/3	https://pncp.gov.br/pncp-api/v1/orgaos/11124654000143/compras/2024/39/arquivos/3
2024	11124654000143	2024-10-15T10:43:40	11124654000143-1-000039/2024	39	4	True	Outros Documentos	16	Outros Documentos	Cronograma e Curriculos.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/11124654000143/compras/2024/39/arquivos/4	https://pncp.gov.br/pncp-api/v1/orgaos/11124654000143/compras/2024/39/arquivos/4
2024	87708889000144	2024-10-15T11:28:29	87708889000144-1-000104/2024	104	1	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	AVISO DE DISPENSA 54.docx	https://pncp.gov.br/pncp-api/v1/orgaos/87708889000144/compras/2024/104/arquivos/1	https://pncp.gov.br/pncp-api/v1/orgaos/87708889000144/compras/2024/104/arquivos/1
2024	87708889000144	2024-10-15T11:28:30	87708889000144-1-000104/2024	104	2	True	Outros Documentos	16	Outros Documentos	Proposta da empresa Kapp & Kapp Ltda.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87708889000144/compras/2024/104/arquivos/2	https://pncp.gov.br/pncp-api/v1/orgaos/87708889000144/compras/2024/104/arquivos/2
2024	87708889000144	2024-10-15T11:28:31	87708889000144-1-000104/2024	104	3	True	Outros Documentos	16	Outros Documentos	Proposta da empresa COMAX.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87708889000144/compras/2024/104/arquivos/3	https://pncp.gov.br/pncp-api/v1/orgaos/87708889000144/compras/2024/104/arquivos/3
2024	87708889000144	2024-10-15T11:28:32	87708889000144-1-000104/2024	104	4	True	Outros Documentos	16	Outros Documentos	Proposta da empresa Ivete Berra.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87708889000144/compras/2024/104/arquivos/4	https://pncp.gov.br/pncp-api/v1/orgaos/87708889000144/compras/2024/104/arquivos/4
2024	87708889000144	2024-10-15T11:28:33	87708889000144-1-000104/2024	104	5	True	Outros Documentos	16	Outros Documentos	Ata de reuniao de julgamento de propostas.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87708889000144/compras/2024/104/arquivos/5	https://pncp.gov.br/pncp-api/v1/orgaos/87708889000144/compras/2024/104/arquivos/5
2024	87708889000144	2024-10-15T11:28:33	87708889000144-1-000104/2024	104	6	True	Outros Documentos	16	Outros Documentos	cotacao.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87708889000144/compras/2024/104/arquivos/6	https://pncp.gov.br/pncp-api/v1/orgaos/87708889000144/compras/2024/104/arquivos/6
2024	87708889000144	2024-10-15T11:28:33	87708889000144-1-000104/2024	104	7	True	Outros Documentos	16	Outros Documentos	Termo de Homologacao e Adjudicacao.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87708889000144/compras/2024/104/arquivos/7	https://pncp.gov.br/pncp-api/v1/orgaos/87708889000144/compras/2024/104/arquivos/7
2024	87455531000157	2024-10-15T11:00:02	87455531000157-1-000234/2024	234	1	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	DOM.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/234/arquivos/1	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/234/arquivos/1
2024	87455531000157	2024-10-15T11:00:03	87455531000157-1-000234/2024	234	2	True	Outros Documentos	16	Outros Documentos	ORCAMENTOS.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/234/arquivos/2	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/234/arquivos/2
2024	87455531000157	2024-10-15T11:00:04	87455531000157-1-000234/2024	234	3	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	HOMOLOGACAO.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/234/arquivos/3	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/234/arquivos/3
2024	87455531000157	2024-10-15T11:00:04	87455531000157-1-000234/2024	234	4	True	Outros Documentos	16	Outros Documentos	DFD 016 2024.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/234/arquivos/4	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/234/arquivos/4
2024	87455531000157	2024-10-15T11:00:05	87455531000157-1-000234/2024	234	5	True	Outros Documentos	16	Outros Documentos	EMPENHOS.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/234/arquivos/5	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/234/arquivos/5
2024	89378251000118	2024-10-15T11:43:20	89378251000118-1-000047/2024	47	1	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	formalizacao.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/89378251000118/compras/2024/47/arquivos/1	https://pncp.gov.br/pncp-api/v1/orgaos/89378251000118/compras/2024/47/arquivos/1
2024	89378251000118	2024-10-15T11:43:21	89378251000118-1-000047/2024	47	2	True	Outros Documentos	16	Outros Documentos	proposta.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/89378251000118/compras/2024/47/arquivos/2	https://pncp.gov.br/pncp-api/v1/orgaos/89378251000118/compras/2024/47/arquivos/2
2024	89378251000118	2024-10-15T11:43:22	89378251000118-1-000047/2024	47	3	True	Outros Documentos	16	Outros Documentos	AUTORIZACAO FINAL.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/89378251000118/compras/2024/47/arquivos/3	https://pncp.gov.br/pncp-api/v1/orgaos/89378251000118/compras/2024/47/arquivos/3
2024	87455531000157	2024-10-15T11:32:16	87455531000157-1-000236/2024	236	1	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	DOM.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/236/arquivos/1	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/236/arquivos/1
2024	87455531000157	2024-10-15T11:32:18	87455531000157-1-000236/2024	236	2	True	Outros Documentos	16	Outros Documentos	ORCAMENTOS.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/236/arquivos/2	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/236/arquivos/2
2024	87455531000157	2024-10-15T11:32:18	87455531000157-1-000236/2024	236	3	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	HOMOLOGACAO.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/236/arquivos/3	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/236/arquivos/3
2024	87455531000157	2024-10-15T11:32:19	87455531000157-1-000236/2024	236	4	True	Outros Documentos	16	Outros Documentos	DFD 009.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/236/arquivos/4	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/236/arquivos/4
2024	87455531000157	2024-10-15T11:32:19	87455531000157-1-000236/2024	236	5	True	Outros Documentos	16	Outros Documentos	EMPENHO.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/236/arquivos/5	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/236/arquivos/5
2024	87455531000157	2024-10-15T11:44:16	87455531000157-1-000237/2024	237	1	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	DOM.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/237/arquivos/1	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/237/arquivos/1
2024	87455531000157	2024-10-15T11:44:17	87455531000157-1-000237/2024	237	2	True	Outros Documentos	16	Outros Documentos	ORCAMENTOS.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/237/arquivos/2	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/237/arquivos/2
2024	87455531000157	2024-10-15T11:44:18	87455531000157-1-000237/2024	237	3	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	HOMOLOGACAO.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/237/arquivos/3	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/237/arquivos/3
2024	87455531000157	2024-10-15T11:44:19	87455531000157-1-000237/2024	237	4	True	Outros Documentos	16	Outros Documentos	DFD 021.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/237/arquivos/4	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/237/arquivos/4
2024	87455531000157	2024-10-15T11:44:19	87455531000157-1-000237/2024	237	5	True	Outros Documentos	16	Outros Documentos	EMPENHO.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/237/arquivos/5	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/237/arquivos/5
2024	91558650000102	2024-10-15T13:06:32	91558650000102-1-000757/2024	757	1	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	Publicacao.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/91558650000102/compras/2024/757/arquivos/1	https://pncp.gov.br/pncp-api/v1/orgaos/91558650000102/compras/2024/757/arquivos/1
2024	91558650000102	2024-10-15T13:06:33	91558650000102-1-000757/2024	757	2	True	Outros Documentos	16	Outros Documentos	Orcamento.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/91558650000102/compras/2024/757/arquivos/2	https://pncp.gov.br/pncp-api/v1/orgaos/91558650000102/compras/2024/757/arquivos/2
2024	91558650000102	2024-10-15T13:06:33	91558650000102-1-000757/2024	757	3	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	Termo.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/91558650000102/compras/2024/757/arquivos/3	https://pncp.gov.br/pncp-api/v1/orgaos/91558650000102/compras/2024/757/arquivos/3
2024	11124654000143	2024-10-15T10:48:20	11124654000143-1-000040/2024	40	1	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	Termo Inex 31.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/11124654000143/compras/2024/40/arquivos/1	https://pncp.gov.br/pncp-api/v1/orgaos/11124654000143/compras/2024/40/arquivos/1
2024	11124654000143	2024-10-15T10:48:21	11124654000143-1-000040/2024	40	2	True	Outros Documentos	16	Outros Documentos	Notoria Especializacao.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/11124654000143/compras/2024/40/arquivos/2	https://pncp.gov.br/pncp-api/v1/orgaos/11124654000143/compras/2024/40/arquivos/2
2024	11124654000143	2024-10-15T10:48:21	11124654000143-1-000040/2024	40	3	True	Outros Documentos	16	Outros Documentos	Cronograma e curriculos.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/11124654000143/compras/2024/40/arquivos/3	https://pncp.gov.br/pncp-api/v1/orgaos/11124654000143/compras/2024/40/arquivos/3
2024	11124654000143	2024-10-15T10:48:22	11124654000143-1-000040/2024	40	4	True	Outros Documentos	16	Outros Documentos	Orcamento.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/11124654000143/compras/2024/40/arquivos/4	https://pncp.gov.br/pncp-api/v1/orgaos/11124654000143/compras/2024/40/arquivos/4
2024	92401553000174	2024-10-15T10:32:47	92401553000174-1-000082/2024	82	1	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	Autorizacao Contratacao Prefeito - DOM.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/92401553000174/compras/2024/82/arquivos/1	https://pncp.gov.br/pncp-api/v1/orgaos/92401553000174/compras/2024/82/arquivos/1
2024	92401553000174	2024-10-15T10:32:48	92401553000174-1-000082/2024	82	2	True	Outros Documentos	16	Outros Documentos	OZINHO RS_Proposta Reforma da Previdencia_2024.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/92401553000174/compras/2024/82/arquivos/2	https://pncp.gov.br/pncp-api/v1/orgaos/92401553000174/compras/2024/82/arquivos/2
2024	92401553000174	2024-10-15T10:38:00	92401553000174-1-000082/2024	82	3	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	Autorizacao Contratacao Prefeito.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/92401553000174/compras/2024/82/arquivos/3	https://pncp.gov.br/pncp-api/v1/orgaos/92401553000174/compras/2024/82/arquivos/3
2024	90898487000164	2024-10-15T13:39:46	90898487000164-1-000318/2024	318	1	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	publicacaoDOM.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/90898487000164/compras/2024/318/arquivos/1	https://pncp.gov.br/pncp-api/v1/orgaos/90898487000164/compras/2024/318/arquivos/1
2024	90898487000164	2024-10-15T13:39:47	90898487000164-1-000318/2024	318	2	True	Outros Documentos	16	Outros Documentos	PROPOSTA.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/90898487000164/compras/2024/318/arquivos/2	https://pncp.gov.br/pncp-api/v1/orgaos/90898487000164/compras/2024/318/arquivos/2
2024	90898487000164	2024-10-15T13:39:48	90898487000164-1-000318/2024	318	3	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	TERMO DE FORMALIZACAO.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/90898487000164/compras/2024/318/arquivos/3	https://pncp.gov.br/pncp-api/v1/orgaos/90898487000164/compras/2024/318/arquivos/3
2024	24846794000177	2024-10-16T00:30:12	24846794000177-1-000027/2024	27	1	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	026 -INEXIGIBILIDADE - MOVIMENTO 360_.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/24846794000177/compras/2024/27/arquivos/1	https://pncp.gov.br/pncp-api/v1/orgaos/24846794000177/compras/2024/27/arquivos/1
2024	24846794000177	2024-10-16T00:30:13	24846794000177-1-000027/2024	27	2	True	Outros Documentos	16	Outros Documentos	Notoria especializacao ABRAPP.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/24846794000177/compras/2024/27/arquivos/2	https://pncp.gov.br/pncp-api/v1/orgaos/24846794000177/compras/2024/27/arquivos/2
2024	24846794000177	2024-10-16T00:30:13	24846794000177-1-000027/2024	27	3	True	Outros Documentos	16	Outros Documentos	360_Movimento.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/24846794000177/compras/2024/27/arquivos/3	https://pncp.gov.br/pncp-api/v1/orgaos/24846794000177/compras/2024/27/arquivos/3
2024	87455531000157	2024-10-15T13:33:57	87455531000157-1-000238/2024	238	1	True	Aviso de Contratação Direta	1	Aviso de Contratação Direta	DOM.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/238/arquivos/1	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/238/arquivos/1
2024	87455531000157	2024-10-15T13:33:58	87455531000157-1-000238/2024	238	2	True	Outros Documentos	16	Outros Documentos	ORCAMENTOS.pdf	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/238/arquivos/2	https://pncp.gov.br/pncp-api/v1/orgaos/87455531000157/compras/2024/238/arquivos/2
