aplicabilidadeMargemPreferenciaAdicional	aplicabilidadeMargemPreferenciaNormal	codigoRegistroImobiliario	criterioJulgamentoId	criterioJulgamentoNome	dataAtualizacao	dataInclusao	descricao	imagem	incentivoProdutivoBasico	itemCategoriaId	itemCategoriaNome	materialOuServico	materialOuServicoNome	ncmNbsCodigo	ncmNbsDescricao	numeroItem	numero_controle_pncp	orcamentoSigiloso	patrimonio	percentualMargemPreferenciaAdicional	percentualMargemPreferenciaNormal	quantidade	situacaoCompraItem	situacaoCompraItemNome	temResultado	tipoBeneficio	tipoBeneficioNome	unidadeMedida	valorTotal	valorUnitarioEstimado
False	False		1	Menor preço	2022-05-10T14:32:28	2022-05-10T14:32:28	SERVIÇO DE TRANSMISSÃO DE LIVES E PROGRAMAS TELEVISIONADOS	0	True	3	Não se aplica	S	Serviço			12757	17888082000155-1-000012/2022-000001	True				12.0	1	Em andamento	True	1	Participação exclusiva para ME/EPP	MÊS	0	0
False	False		1	Menor preço	2022-05-12T15:15:54	2022-05-12T15:15:54	SERVIÇOS DE ASSESSORIA E CONSULTORIA PARA ATENDER A DEMANDA DA SECRETARIA MUNICIPAL DE EDUCAÇÃO	0	True	3	Não se aplica	S	Serviço			12664	17888082000155-1-000012/2022-000002	True				12.0	1	Em andamento	True	1	Participação exclusiva para ME/EPP	MÊS	0	0
False	False		1	Menor preço	2022-05-10T14:32:28	2022-05-10T14:32:28	PRESTAÇÃO SERVIÇO DE ASSESSORIA E CONSULTORIA DE MARKETING E PUBLICIDADE	0	True	3	Não se aplica	S	Serviço			12756	17888082000155-1-000013/2022-000001	True				12.0	1	Em andamento	True	1	Participação exclusiva para ME/EPP	MÊS	0	0
False	False		1	Menor preço	2022-05-10T14:32:28	2022-05-10T14:32:28	SERVIÇO DE TRANSMISSÃO DE LIVES E PROGRAMAS TELEVISIONADOS	0	True	3	Não se aplica	S	Serviço			12757	17888082000155-1-000013/2022-000001	True				12.0	1	Em andamento	True	1	Participação exclusiva para ME/EPP	MÊS	0	0
False	False		1	Menor preço	2022-06-02T08:54:19	2022-06-02T08:54:19	SERVIÇO DE INTERNAÇÃO COMPULSÓRIA	0	False	3	Não se aplica	S	Serviço			12426	17888082000155-1-000012/2022-000003	False				350.0	1	Em andamento	True	4	Sem benefício	MÊS	742700.0	2122.0
False	False		1	Menor preço	2022-06-02T08:54:19	2022-06-02T08:54:19	TAXA DE LAVANDERIA POR INTERNO	0	False	3	Não se aplica	S	Serviço			12427	17888082000155-1-000012/2022-000003	False				2200.0	1	Em andamento	False	4	Sem benefício	UN	88000.0	40.0
False	False		1	Menor preço	2022-06-02T08:54:19	2022-06-02T08:54:19	TRASLADO DO PACIENTE	0	False	3	Não se aplica	S	Serviço			12428	17888082000155-1-000012/2022-000003	False				10000.0	1	Em andamento	False	4	Sem benefício	km	41333.0	4.1333
False	False		1	Menor preço	2022-06-14T16:55:22	2022-06-14T16:55:22	PROJETO DE PREVENÇÃO E COMBATE À INCÊNDIO	0	False	3	Não se aplica	S	Serviço			12785	17888082000155-1-000012/2022-000006	True				1920.0	1	Em andamento	True	1	Participação exclusiva para ME/EPP	HR	0	0
False	False		1	Menor preço	2022-07-01T10:50:35	2022-07-01T10:50:35	RECAPEAMENTO E PAVIMENTAÇÃO ASFÁLTICA DE VIAS DO MUNICÍPIO DE CRISTAISMG	0	True	3	Não se aplica	S	Serviço			12791	17888082000155-1-000012/2022-000010	False				1.0	1	Em andamento	True	4	Sem benefício	SV	1284755.52	1284755.52
False	False		1	Menor preço	2022-06-20T16:42:50	2022-06-20T16:42:50	PRESTAÇÃO DE SERVIÇOS DE ASSISTÊNCIA JURÍDICA	0	False	3	Não se aplica	S	Serviço			12790	17888082000155-1-000012/2022-000009	True				1920.0	1	Em andamento	True	1	Participação exclusiva para ME/EPP	HR	0	0
False	False		1	Menor preço	2022-07-19T14:57:28	2022-07-19T14:57:28	TUBO DE CONCRETO 400MM PA1 MF	0	False	3	Não se aplica	M	Material			11622	17888082000155-1-000012/2022-000013	True				20.0	1	Em andamento	True	1	Participação exclusiva para ME/EPP	UN	0	0
False	False		1	Menor preço	2022-07-19T14:57:28	2022-07-19T14:57:28	TUBO DE CONCRETO 600MM PA1 MF	0	False	3	Não se aplica	M	Material			11623	17888082000155-1-000012/2022-000013	True				20.0	1	Em andamento	False	1	Participação exclusiva para ME/EPP	UN	0	0
False	False		1	Menor preço	2022-07-19T14:57:28	2022-07-19T14:57:28	TUBO DE CONCRETO 1000MM PA1 MF	0	False	3	Não se aplica	M	Material			11624	17888082000155-1-000012/2022-000013	True				20.0	1	Em andamento	False	1	Participação exclusiva para ME/EPP	UN	0	0
False	False		1	Menor preço	2022-07-19T14:57:28	2022-07-19T14:57:28	TUBO DE CONCRETO 800MM PA1 MF	0	False	3	Não se aplica	M	Material			15440	17888082000155-1-000012/2022-000013	True				86.0	1	Em andamento	False	1	Participação exclusiva para ME/EPP	UN	0	0
False	False		1	Menor preço	2022-07-19T14:57:28	2022-07-19T14:57:28	TUBO DE CONCRETO 1000MM PA1 PB	0	False	3	Não se aplica	M	Material			29861	17888082000155-1-000012/2022-000013	True				20.0	1	Em andamento	False	1	Participação exclusiva para ME/EPP	UN	0	0
False	False		1	Menor preço	2022-07-19T14:57:28	2022-07-19T14:57:28	TUBO DE CONCRETO 400MM PA1 PB	0	False	3	Não se aplica	M	Material			29862	17888082000155-1-000012/2022-000013	True				115.0	1	Em andamento	False	1	Participação exclusiva para ME/EPP	UN	0	0
False	False		1	Menor preço	2022-07-19T14:57:28	2022-07-19T14:57:28	TUBO DE CONCRETO 600MM PA1 PB	0	False	3	Não se aplica	M	Material			29863	17888082000155-1-000012/2022-000013	True				276.0	1	Em andamento	False	1	Participação exclusiva para ME/EPP	UN	0	0
False	False		1	Menor preço	2022-07-19T14:57:28	2022-07-19T14:57:28	TUBO DE CONCRETO 800MM PA1 PB	0	False	3	Não se aplica	M	Material			29864	17888082000155-1-000012/2022-000013	True				20.0	1	Em andamento	False	1	Participação exclusiva para ME/EPP	UN	0	0
False	False		1	Menor preço	2022-07-19T14:57:28	2022-07-19T14:57:28	TUBO DE CONCRETO 300MM PS1 PB	0	False	3	Não se aplica	M	Material			29865	17888082000155-1-000012/2022-000013	True				20.0	1	Em andamento	False	1	Participação exclusiva para ME/EPP	UN	0	0
False	False		1	Menor preço	2022-07-19T14:57:28	2022-07-19T14:57:28	TUBO DE CONCRETO 300 MM PS1 MF	0	False	3	Não se aplica	M	Material			30509	17888082000155-1-000012/2022-000013	True				20.0	1	Em andamento	False	1	Participação exclusiva para ME/EPP	UN	0	0
False	False		1	Menor preço	2022-07-05T09:37:10	2022-07-05T09:37:10	LEITE DE VACA ULTRAPASTEURIZADO UHT - LONGA VIDA 1 LITRO DE SAQUINHO OU CAIXINHA	0	True	3	Não se aplica	M	Material			21579	17888082000155-1-000012/2022-000011	True				28500.0	1	Em andamento	True	4	Sem benefício	L	0	0
False	False		1	Menor preço	2022-07-05T09:37:10	2022-07-05T09:37:10	LEITE LONGA VIDA ZERO LACTOSE INTEGRAL 1 LITRO	0	True	3	Não se aplica	M	Material			21801	17888082000155-1-000012/2022-000011	True				15000.0	1	Em andamento	False	4	Sem benefício	L	0	0
False	False		1	Menor preço	2022-07-05T09:37:10	2022-07-05T09:37:10	LEITE LONGA VIDA ZERO LACTOSE SEMIDESNATADO 1 LITRO	0	True	3	Não se aplica	M	Material			21833	17888082000155-1-000012/2022-000011	True				15000.0	1	Em andamento	False	4	Sem benefício	L	0	0
False	False		1	Menor preço	2022-07-05T09:37:10	2022-07-05T09:37:10	LEITE DE VACA PASTEURIZADO TIPO C EXCLUSIVO MEEPPEQUIPARADA	0	True	3	Não se aplica	M	Material			27613	17888082000155-1-000012/2022-000011	True				25000.0	1	Em andamento	False	4	Sem benefício	L	0	0
False	False		1	Menor preço	2022-07-05T09:37:10	2022-07-05T09:37:10	LEITE DE VACA PASTEURIZADO TIPO C AMPLA CONCORRENCIA	0	True	3	Não se aplica	M	Material			27614	17888082000155-1-000012/2022-000011	True				100000.0	1	Em andamento	False	4	Sem benefício	L	0	0
False	False		1	Menor preço	2022-07-05T09:37:10	2022-07-05T09:37:10	QUEIJO PETIT SUISSE	0	True	3	Não se aplica	M	Material			33773	17888082000155-1-000012/2022-000011	True				350.0	1	Em andamento	False	4	Sem benefício	BDJ	0	0
False	False		1	Menor preço	2022-07-05T09:37:10	2022-07-05T09:37:10	REQUEIJÃO CREMOSO	0	True	3	Não se aplica	M	Material			33774	17888082000155-1-000012/2022-000011	True				300.0	1	Em andamento	False	4	Sem benefício	PT	0	0
False	False		1	Menor preço	2022-07-26T09:34:53	2022-07-26T09:34:53	KIT NATALIDADE	0	False	3	Não se aplica	M	Material			30575	17888082000155-1-000012/2022-000014	True				300.0	1	Em andamento	False	1	Participação exclusiva para ME/EPP	KIT	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	ESCORREDOR PARA LOUÇA E TALHER, EM AÇO INOXIDÁVEL, TAMANHO GRANDE	0	False	3	Não se aplica	M	Material			9	17888082000155-1-000012/2022-000012	True				150.0	1	Em andamento	False	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	ABRIDOR PARA LATAS E GARRAFAS, METAL ZINCADO	0	False	3	Não se aplica	M	Material			15	17888082000155-1-000012/2022-000012	True				110.0	1	Em andamento	False	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	PANO DE PRATO, EM ALGODÃO, 40 X 60 CENTÍMETROS APROXIMADAMENTE	0	False	3	Não se aplica	M	Material			31	17888082000155-1-000012/2022-000012	True				1700.0	1	Em andamento	False	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	VASSOURA EM PIAÇAVA, TAMANHO NÚMERO 04, COM CABO EM MADEIRA	0	False	3	Não se aplica	M	Material			53	17888082000155-1-000012/2022-000012	True				500.0	1	Em andamento	False	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	PALHA DE AÇO MÉDIA Nº1	0	False	3	Não se aplica	M	Material			58	17888082000155-1-000012/2022-000012	True				600.0	1	Em andamento	False	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	BALDE EM PLÁSTICO, 10 LITROS, COM ALÇA	0	False	3	Não se aplica	M	Material			68	17888082000155-1-000012/2022-000012	True				600.0	1	Em andamento	False	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	ÁGUA SANITÁRIA COMUM,FRASCO COM 1 LITRO	0	False	3	Não se aplica	M	Material			78	17888082000155-1-000012/2022-000012	True				16000.0	1	Em andamento	False	4	Sem benefício	FR	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	PAPEL HIGIÊNICO FOLHA SIMPLES, BRANCO, MACIO, COM 30 M, PACOTE COM 4 UNIDADES	0	False	3	Não se aplica	M	Material			116	17888082000155-1-000012/2022-000012	True				51000.0	1	Em andamento	False	4	Sem benefício	PCT	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	SABONETE EM TABLETE, COMUM, APROXIMADAMENTE 90 G	0	False	3	Não se aplica	M	Material			117	17888082000155-1-000012/2022-000012	True				650.0	1	Em andamento	False	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	COPO DESCARTÁVEL EM PLÁSTICO, CAPACIDADE 50 ML, PACOTE COM 100 UNIDADES	0	False	3	Não se aplica	M	Material			262	17888082000155-1-000012/2022-000012	True				6000.0	1	Em andamento	False	4	Sem benefício	PCT	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	COPO DESCARTÁVEL EM PLÁSTICO, CAPACIDADE 200 ML, PACOTE COM 100 UNIDADES	0	False	3	Não se aplica	M	Material			263	17888082000155-1-000012/2022-000012	True				27000.0	1	Em andamento	False	4	Sem benefício	PCT	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	GARRAFA TÉRMICA, EM PLÁSTICO, 01 L, COM TAMPA	0	False	3	Não se aplica	M	Material			276	17888082000155-1-000012/2022-000012	True				300.0	1	Em andamento	False	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	ESPONJA PARA LIMPEZA EM AÇO, PACOTE COM 8 UNIDADES	0	False	3	Não se aplica	M	Material			723	17888082000155-1-000012/2022-000012	True				10000.0	1	Em andamento	False	4	Sem benefício	PCT	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	LIMPA VIDROS, LÍQUIDO, EM FRASCO PLÁSTICO COM 500 MILILITROS	0	False	3	Não se aplica	M	Material			8863	17888082000155-1-000012/2022-000012	True				5000.0	1	Em andamento	False	4	Sem benefício	FR	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	PENTE PARA CABELO, EM PLÁSTICO, SEM CABO, TAMANHO PEQUENO, 12 CM APROX.	0	False	3	Não se aplica	M	Material			9017	17888082000155-1-000012/2022-000012	True				40.0	1	Em andamento	False	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	BALDE EM PLÁSTICO 30 LITROS, COR VERMELHA	0	False	3	Não se aplica	M	Material			11779	17888082000155-1-000012/2022-000012	True				300.0	1	Em andamento	False	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	CANECAS EM PLÁSTICO RESISTENTE, 330 ML	0	False	3	Não se aplica	M	Material			11803	17888082000155-1-000012/2022-000012	True				4000.0	1	Em andamento	False	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	CERA LÍQUIDA COR VERDE, COM 850 ML	0	False	3	Não se aplica	M	Material			11808	17888082000155-1-000012/2022-000012	True				100.0	1	Em andamento	False	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	COPO C MEDIDA DESCRITA DE 100 A 1000 ML	0	False	3	Não se aplica	M	Material			11813	17888082000155-1-000012/2022-000012	True				70.0	1	Em andamento	False	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-07T14:24:29	2022-07-07T14:24:29	CREME PARA CABELO, EMBALAGEM DE 1 KG	0	False	3	Não se aplica	M	Material			11817	17888082000155-1-000012/2022-000012	True				350.0	1	Em andamento	False	4	Sem benefício	FR	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	PEN DRIVE 8 GB	0	False	3	Não se aplica	M	Material			15393	17888082000155-1-000012/2022-000015	True				65.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	Nobreak 600 va - com bateria.	0	False	3	Não se aplica	M	Material			18469	17888082000155-1-000012/2022-000015	True				157.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	CONJUNTO CAIXA DE SOM MULTIMIDIA PORTATIL 2.0 USB PRETO	0	False	3	Não se aplica	M	Material			22109	17888082000155-1-000012/2022-000015	True				44.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	CABO DE REDE EXTERNO, 8 PARES TRANÇADOS, PADRÃO FUROKAWA, PARA CONECTORES RJ-45, CAIXA COM 300 METROS.	0	False	3	Não se aplica	M	Material			25705	17888082000155-1-000012/2022-000015	True				18.0	1	Em andamento	True	4	Sem benefício	CX	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	DVD - LICENÇA ANTIVIRUS PARA COMPUTADORES OU NOTEBOOKS, ORIGINAL, LICENCIADO.  DEVE ACOMPANHAR DESCRIÇÃO EM GERAL, ENTREGUE EM MÍDIA OU FORNECIDO O LINK PARA DOWNLOAD.	0	False	3	Não se aplica	M	Material			25711	17888082000155-1-000012/2022-000015	True				57.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	ALICATE, COM CATRACA, PARA CRIMPAGEM DE CABO DE REDE	0	False	3	Não se aplica	M	Material			25713	17888082000155-1-000012/2022-000015	True				3.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	MÍDIA DVD-R DUAL LAYER - DL CUBO COM 100 UNIDADES - COM QUALIDADE IGUAL OU SUPERIOR ÀS MARCAS: MULTILASER, VAT OU EMTEC	0	False	3	Não se aplica	M	Material			25715	17888082000155-1-000012/2022-000015	True				30.0	1	Em andamento	True	4	Sem benefício	CX	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	FONTE ATX 500 W REAIS - PADRÃO SATA - COM QUALIDADE IGUAL OU SUPERIOR ÀS MARCAS: WISECASE, KOLKE OU CORSAIR	0	False	3	Não se aplica	M	Material			25717	17888082000155-1-000012/2022-000015	True				46.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	GABINETE DE PC 4 BAIAS - TUDO NA COR PRETA - COM QUALIDADE  IGUAL OU SUPERIOR ÀS MARCAS: BRASIL PC, WISECASE OU THERMALTAKE	0	False	3	Não se aplica	M	Material			25718	17888082000155-1-000012/2022-000015	True				10.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	GRAVADORA DE CDDVDDVD-DL PARA COMPUTADOR DESKTOP - COM QUALIDADE IGUAL OU SUPERIOR ÀS MARCAS: SAMSUNG, LG E ASUS	0	False	3	Não se aplica	M	Material			25722	17888082000155-1-000012/2022-000015	True				21.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	MOUSE ÓPTICO - USB - 800 DPI, COM NO MÍNIMO OS SEGUINTES BOTÕES: ESQUERDO, DIREITO E SCROLL. COM QUALIDADE IGUAL OU SUPERIOR ÀS MARCAS: MULTILASER, MYMAX, HARDLINE	0	False	3	Não se aplica	M	Material			25739	17888082000155-1-000012/2022-000015	True				197.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	MULTÍMETRO DIGITAL COM AMPERÍMETRO INTEGRADO - COM QUALIDADE IGUAL OU SUPERIOR ÀS MARCAS: HIKARI, DCA, MINIPA	0	False	3	Não se aplica	M	Material			25740	17888082000155-1-000012/2022-000015	True				2.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	BATERIA PARA PLACA-MÃE CR-2032	0	False	3	Não se aplica	M	Material			25745	17888082000155-1-000012/2022-000015	True				110.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	PASTA TÉRMICA PARA PROCESSADOR TIPO ARCTIC MX-4 4G - ORIGINAL, PRODUTO NA COR CINZA	0	False	3	Não se aplica	M	Material			25746	17888082000155-1-000012/2022-000015	True				33.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	SWITCH 8 PORTAS COM FONTE, COM QUALIDADE IGUAL OU SUPERIOR A D-LINK, TP-LINK	0	False	3	Não se aplica	M	Material			25754	17888082000155-1-000012/2022-000015	True				45.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	SWITCH 24 PORTAS GERENCIÁVEIS, COM QUALIDADE IGUAL OU SUPERIOR AS MARCAS HP V1910-24G, INTELBRÁS.	0	False	3	Não se aplica	M	Material			25755	17888082000155-1-000012/2022-000015	True				11.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	BATERIA PARA NOBREAK 12V - 9 AMPÉRES - COM QUALIDADE IGUAL OU SUPERIOR A SMS, MOURA	0	False	3	Não se aplica	M	Material			25756	17888082000155-1-000012/2022-000015	True				63.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	TESTADOR DE CABO DE REDE LAN RJ 45 - RJ 11	0	False	3	Não se aplica	M	Material			25757	17888082000155-1-000012/2022-000015	True				4.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	MÍDIA CD-R CUBO COM 100 UNIDADES - COM QUALIDADE IGUAL OU SUPERIOR ÀS MARCAS: MULTILASER, VAT OU EMTEC	0	False	3	Não se aplica	M	Material			25758	17888082000155-1-000012/2022-000015	True				70.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-26T09:39:53	2022-07-26T09:39:53	CABO HDMI - MÍNIMO DE 10 METROS	0	False	3	Não se aplica	M	Material			25760	17888082000155-1-000012/2022-000015	True				23.0	1	Em andamento	True	4	Sem benefício	UN	0	0
False	False		1	Menor preço	2022-07-27T10:59:12	2022-07-27T10:59:12	ZIPER 18 CM	0	False	3	Não se aplica	M	Material			13690	17888082000155-1-000012/2022-000016	True				400.0	1	Em andamento	True	1	Participação exclusiva para ME/EPP	UN	0	0
False	False		1	Menor preço	2022-07-27T10:59:12	2022-07-27T10:59:12	TECIDO OXFORD 100% - POLIÉSTER - CORES VARIADAS - COM LARGURA MÍNIMA DE 1,40 M	0	False	3	Não se aplica	M	Material			24696	17888082000155-1-000012/2022-000016	True				600.0	1	Em andamento	False	1	Participação exclusiva para ME/EPP	M	0	0
False	False		1	Menor preço	2022-07-27T10:59:12	2022-07-27T10:59:12	TECIDO - CETIM CORES VARIADAS	0	False	3	Não se aplica	M	Material			24698	17888082000155-1-000012/2022-000016	True				1000.0	1	Em andamento	False	1	Participação exclusiva para ME/EPP	M	0	0
False	False		1	Menor preço	2022-07-27T10:59:12	2022-07-27T10:59:12	TECIDO TULE  100% POLIAMIDA	0	False	3	Não se aplica	M	Material			24700	17888082000155-1-000012/2022-000016	True				1000.0	1	Em andamento	False	1	Participação exclusiva para ME/EPP	M	0	0
False	False		1	Menor preço	2022-07-27T10:59:12	2022-07-27T10:59:12	TECIDO POPELINE 50% POLIESTER 50% ALGODÃO CORES VARIADAS COM LARGURA MÍNIMA DE 1,40M	0	False	3	Não se aplica	M	Material			24702	17888082000155-1-000012/2022-000016	True				600.0	1	Em andamento	False	1	Participação exclusiva para ME/EPP	M	0	0
False	False		1	Menor preço	2022-07-27T10:59:12	2022-07-27T10:59:12	TECIDO PELÚCIA FLANELA 100% ALGODÃO LISA CORES VARIADAS LARGURA 1,40 MT	0	False	3	Não se aplica	M	Material			24704	17888082000155-1-000012/2022-000016	True				600.0	1	Em andamento	False	1	Participação exclusiva para ME/EPP	M	0	0
False	False		1	Menor preço	2022-07-27T10:59:12	2022-07-27T10:59:12	TECIDO COTTON SATIM 97% ALGODÃO 3%ELASTANO CORES VARIADAS LARGURA 1,40 MT	0	False	3	Não se aplica	M	Material			24705	17888082000155-1-000012/2022-000016	True				600.0	1	Em andamento	False	1	Participação exclusiva para ME/EPP	M	0	0
